plot,FT,subunit,tree,stem,family,spp,WD,D,H
192,FOM,L,10,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.05,2.0
192,FOM,L,11,1,Winteraceae,Drimys angustifolia,377.1,21.33,5.0
192,FOM,O,11,1,Winteraceae,Drimys angustifolia,377.1,26.42,7.0
192,FOM,L,12,1,Winteraceae,Drimys angustifolia,377.1,17.83,6.0
192,FOM,O,12,1,Dicksoniaceae,Dicksonia sellowiana,0.0,29.28,3.0
192,FOM,L,13,1,Clethraceae,Clethra uleana,375.8,13.05,7.0
192,FOM,O,13,1,Dicksoniaceae,Dicksonia sellowiana,0.0,16.23,1.5
192,FOM,O,14,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.15,3.0
192,FOM,L,14,1,Dicksoniaceae,Dicksonia sellowiana,0.0,16.55,3.0
192,FOM,O,14,2,Dicksoniaceae,Dicksonia sellowiana,0.0,24.83,3.0
192,FOM,L,15,1,Winteraceae,Drimys angustifolia,377.1,22.60,4.0
192,FOM,O,15,1,Dicksoniaceae,Dicksonia sellowiana,0.0,31.19,5.0
192,FOM,O,16,1,Dicksoniaceae,Dicksonia sellowiana,0.0,29.60,4.0
192,FOM,L,16,1,Winteraceae,Drimys angustifolia,377.1,20.69,5.0
192,FOM,O,17,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,3.0
192,FOM,L,17,1,Winteraceae,Drimys angustifolia,377.1,21.65,5.0
192,FOM,L,18,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.19,1.5
192,FOM,O,18,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.10,3.0
192,FOM,L,19,1,Clethraceae,Clethra uleana,375.8,10.50,5.0
192,FOM,O,19,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.92,2.0
192,FOM,O,20,1,Winteraceae,Drimys angustifolia,377.1,31.19,6.0
192,FOM,L,20,1,Clethraceae,Clethra uleana,375.8,17.19,6.0
192,FOM,O,21,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.10,6.0
192,FOM,L,21,1,Araucariaceae,Araucaria angustifolia,480.0,45.52,28.0
192,FOM,L,22,1,Winteraceae,Drimys angustifolia,377.1,19.74,5.0
192,FOM,O,22,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.37,2.0
192,FOM,O,23,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.74,3.0
192,FOM,L,23,1,Winteraceae,Drimys angustifolia,377.1,16.55,5.0
192,FOM,O,24,1,Lauraceae,Aiouea amoena,466.2,28.65,10.0
192,FOM,L,24,1,Winteraceae,Drimys angustifolia,377.1,19.74,5.0
192,FOM,L,25,1,Winteraceae,Drimys angustifolia,377.1,22.28,5.0
192,FOM,O,25,1,Dicksoniaceae,Dicksonia sellowiana,0.0,16.55,1.5
192,FOM,L,25,2,Winteraceae,Drimys angustifolia,377.1,17.83,5.0
192,FOM,O,26,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.78,4.0
192,FOM,L,26,1,Winteraceae,Drimys angustifolia,377.1,16.87,7.0
192,FOM,L,27,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.19,2.0
192,FOM,O,27,1,Araucariaceae,Araucaria angustifolia,480.0,17.83,5.0
192,FOM,L,28,1,Winteraceae,Drimys angustifolia,377.1,25.78,5.0
192,FOM,O,28,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.83,2.5
192,FOM,L,29,1,Winteraceae,Drimys angustifolia,377.1,27.37,5.0
192,FOM,O,29,1,Dicksoniaceae,Dicksonia sellowiana,0.0,23.87,2.0
192,FOM,O,30,1,Araucariaceae,Araucaria angustifolia,480.0,13.05,3.0
192,FOM,L,30,1,Winteraceae,Drimys angustifolia,377.1,15.60,7.0
192,FOM,O,31,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.15,2.0
192,FOM,L,31,1,Winteraceae,Drimys angustifolia,377.1,12.10,4.0
192,FOM,O,32,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.42,3.0
192,FOM,L,32,1,Winteraceae,Drimys angustifolia,377.1,17.83,7.0
192,FOM,O,33,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.92,3.0
192,FOM,L,33,1,Winteraceae,Drimys angustifolia,377.1,14.01,5.0
192,FOM,L,33,2,Winteraceae,Drimys angustifolia,377.1,18.46,5.0
192,FOM,O,34,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.56,3.0
192,FOM,L,34,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.01,2.0
192,FOM,L,35,1,Winteraceae,Drimys angustifolia,377.1,14.64,5.0
192,FOM,O,35,1,Winteraceae,Drimys angustifolia,377.1,23.24,5.0
192,FOM,O,35,2,Winteraceae,Drimys angustifolia,377.1,26.10,5.0
192,FOM,L,36,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.37,3.0
192,FOM,O,37,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.01,2.0
192,FOM,L,37,1,Winteraceae,Drimys angustifolia,377.1,13.05,6.0
192,FOM,O,38,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.10,4.0
192,FOM,L,38,1,Winteraceae,Drimys angustifolia,377.1,17.19,8.0
192,FOM,O,39,1,Primulaceae,Myrsine coriacea,513.6,29.92,12.0
192,FOM,L,39,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.60,2.0
192,FOM,O,40,1,Dicksoniaceae,Dicksonia sellowiana,0.0,29.92,3.0
192,FOM,L,40,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.69,2.0
192,FOM,L,41,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.42,2.0
192,FOM,O,41,1,Dicksoniaceae,Dicksonia sellowiana,0.0,23.55,2.0
192,FOM,L,42,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.83,2.0
192,FOM,O,42,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.56,4.0
192,FOM,O,43,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.60,4.0
192,FOM,L,43,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.37,2.0
192,FOM,L,44,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.74,2.0
192,FOM,O,44,1,Dicksoniaceae,Dicksonia sellowiana,0.0,29.92,2.0
192,FOM,O,45,1,Clethraceae,Clethra uleana,375.8,15.92,6.0
192,FOM,L,45,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.33,5.0
192,FOM,O,46,1,Winteraceae,Drimys angustifolia,377.1,30.88,8.0
192,FOM,L,46,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.69,3.0
192,FOM,L,47,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.97,3.0
192,FOM,O,47,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.51,2.0
192,FOM,L,48,1,Primulaceae,Myrsine coriacea,513.6,13.69,5.0
192,FOM,O,48,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.65,2.0
192,FOM,O,49,1,Cunoniaceae,Weinmannia humilis,474.1,11.14,3.0
192,FOM,L,49,1,Cunoniaceae,Weinmannia humilis,474.1,19.42,5.0
192,FOM,O,50,1,Dicksoniaceae,Dicksonia sellowiana,0.0,23.87,3.0
192,FOM,L,50,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.56,3.0
192,FOM,O,51,1,Fabaceae,Mimosa scabrella,607.4,12.73,5.0
192,FOM,L,51,1,Dicksoniaceae,Dicksonia sellowiana,0.0,34.70,3.0
192,FOM,L,52,1,Dicksoniaceae,Dicksonia sellowiana,0.0,34.70,3.0
192,FOM,O,52,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.24,3.0
192,FOM,O,53,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.01,3.0
192,FOM,L,53,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.78,2.0
192,FOM,O,54,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.51,2.0
192,FOM,L,54,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.01,3.0
192,FOM,L,55,1,Solanaceae,Solanum compressum,431.9,21.96,5.0
192,FOM,O,55,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.56,3.0
192,FOM,O,56,1,Dicksoniaceae,Dicksonia sellowiana,0.0,31.19,3.0
192,FOM,L,56,1,Solanaceae,Solanum compressum,431.9,13.05,7.0
192,FOM,L,57,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.65,3.0
192,FOM,O,57,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.24,2.0
192,FOM,O,57,2,Dicksoniaceae,Dicksonia sellowiana,0.0,29.28,3.0
192,FOM,L,58,1,morta,morta,0.0,16.55,4.0
192,FOM,O,59,1,Clethraceae,Clethra uleana,375.8,16.87,6.0
192,FOM,L,59,1,Dicksoniaceae,Dicksonia sellowiana,0.0,44.25,5.0
192,FOM,L,60,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.65,2.0
192,FOM,O,60,1,Winteraceae,Drimys angustifolia,377.1,37.88,4.0
192,FOM,O,61,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,1.5
192,FOM,L,61,1,Dicksoniaceae,Dicksonia sellowiana,0.0,33.10,4.0
192,FOM,O,62,1,Cunoniaceae,Weinmannia humilis,474.1,21.65,3.0
192,FOM,L,62,1,Dicksoniaceae,Dicksonia sellowiana,0.0,35.01,3.0
192,FOM,L,63,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.24,3.0
192,FOM,O,63,1,Dicksoniaceae,Dicksonia sellowiana,0.0,12.10,5.0
192,FOM,L,64,1,Solanaceae,Solanum compressum,431.9,10.19,4.0
192,FOM,O,64,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.01,4.0
192,FOM,O,65,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.97,3.0
192,FOM,L,65,1,morta,morta,0.0,19.74,5.0
192,FOM,L,66,1,Myrtaceae,Myrceugenia myrcioides,505.1,32.47,5.0
192,FOM,O,66,1,Dicksoniaceae,Dicksonia sellowiana,0.0,35.65,3.0
192,FOM,O,66,2,Dicksoniaceae,Dicksonia sellowiana,0.0,26.42,3.0
192,FOM,O,67,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.78,3.0
192,FOM,L,67,1,Dicksoniaceae,Dicksonia sellowiana,0.0,49.34,2.0
192,FOM,L,68,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.56,2.0
192,FOM,O,68,1,Dicksoniaceae,Dicksonia sellowiana,0.0,37.56,3.0
192,FOM,L,69,1,Rosaceae,Prunus myrtifolia,619.1,12.41,5.0
192,FOM,O,69,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.01,3.0
192,FOM,O,69,2,Dicksoniaceae,Dicksonia sellowiana,0.0,30.24,3.0
192,FOM,L,70,1,Myrtaceae,Myrceugenia oxysepala,468.2,11.14,4.0
192,FOM,O,70,1,Dicksoniaceae,Dicksonia sellowiana,0.0,35.97,3.0
192,FOM,L,71,1,Cardiopteridaceae,Citronella paniculata,704.5,31.19,5.0
192,FOM,O,71,1,Dicksoniaceae,Dicksonia sellowiana,0.0,27.06,2.0
192,FOM,O,72,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.15,3.0
192,FOM,L,72,1,Dicksoniaceae,Dicksonia sellowiana,0.0,37.56,4.0
192,FOM,O,73,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.10,3.0
192,FOM,L,73,1,Dicksoniaceae,Dicksonia sellowiana,0.0,36.29,4.0
192,FOM,L,74,1,Winteraceae,Drimys angustifolia,377.1,11.46,3.0
192,FOM,O,74,1,Dicksoniaceae,Dicksonia sellowiana,0.0,50.29,5.0
192,FOM,L,75,1,Dicksoniaceae,Dicksonia sellowiana,0.0,32.47,4.0
192,FOM,O,75,1,Clethraceae,Clethra uleana,375.8,18.78,5.0
192,FOM,L,76,1,Dicksoniaceae,Dicksonia sellowiana,0.0,42.97,5.0
192,FOM,O,76,1,Clethraceae,Clethra uleana,375.8,11.46,5.0
192,FOM,L,76,2,Dicksoniaceae,Dicksonia sellowiana,0.0,38.20,5.0
192,FOM,O,77,1,Dicksoniaceae,Dicksonia sellowiana,0.0,13.37,1.5
192,FOM,L,78,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,3.0
192,FOM,O,78,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.42,3.0
192,FOM,L,79,1,Winteraceae,Drimys angustifolia,377.1,22.92,5.0
192,FOM,O,79,1,morta,morta,0.0,23.55,4.0
192,FOM,O,80,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.01,5.0
192,FOM,L,80,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.92,3.0
192,FOM,L,81,1,Primulaceae,Myrsine coriacea,513.6,11.46,4.0
192,FOM,O,81,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,1.5
192,FOM,O,82,1,Dicksoniaceae,Dicksonia sellowiana,0.0,27.69,2.0
192,FOM,L,82,1,Winteraceae,Drimys angustifolia,377.1,17.83,2.0
192,FOM,O,83,1,Dicksoniaceae,Dicksonia sellowiana,0.0,31.51,4.0
192,FOM,L,83,1,Dicksoniaceae,Dicksonia sellowiana,0.0,38.52,6.0
192,FOM,O,84,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.88,3.0
192,FOM,L,84,1,Lauraceae,Aiouea amoena,466.2,13.69,4.0
192,FOM,O,85,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.01,1.5
192,FOM,L,85,1,Dicksoniaceae,Dicksonia sellowiana,0.0,23.87,3.0
192,FOM,L,86,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,1.4
192,FOM,O,86,1,Asteraceae,Dasyphyllum spinescens,637.0,25.15,5.0
192,FOM,L,87,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.01,4.0
192,FOM,O,87,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,3.0
192,FOM,O,87,2,Dicksoniaceae,Dicksonia sellowiana,0.0,25.15,5.0
192,FOM,O,88,1,Dicksoniaceae,Dicksonia sellowiana,0.0,37.88,5.0
192,FOM,L,88,1,Araucariaceae,Araucaria angustifolia,480.0,75.12,10.0
192,FOM,L,89,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.74,1.5
192,FOM,O,89,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.74,2.0
192,FOM,L,90,1,Dicksoniaceae,Dicksonia sellowiana,0.0,23.55,2.0
192,FOM,O,90,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.05,3.0
192,FOM,O,90,2,Dicksoniaceae,Dicksonia sellowiana,0.0,19.10,2.0
192,FOM,O,90,3,Dicksoniaceae,Dicksonia sellowiana,0.0,20.37,2.0
192,FOM,L,91,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.46,2.0
192,FOM,O,91,1,Dicksoniaceae,Dicksonia sellowiana,0.0,45.20,6.0
192,FOM,O,92,1,Dicksoniaceae,Dicksonia sellowiana,0.0,16.55,3.0
192,FOM,L,92,1,Dicksoniaceae,Dicksonia sellowiana,0.0,20.37,3.0
192,FOM,O,93,1,Primulaceae,Myrsine coriacea,513.6,15.60,8.0
192,FOM,L,93,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.74,3.0
192,FOM,L,94,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.92,3.0
192,FOM,O,94,1,Lauraceae,Ocotea pulchella,536.9,36.92,4.0
192,FOM,L,95,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.78,5.0
192,FOM,O,95,1,Dicksoniaceae,Dicksonia sellowiana,0.0,41.38,3.0
192,FOM,L,96,1,Dicksoniaceae,Dicksonia sellowiana,0.0,17.83,1.3
192,FOM,O,96,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.19,1.5
192,FOM,O,97,1,Dicksoniaceae,Dicksonia sellowiana,0.0,33.74,3.0
192,FOM,L,97,1,Myrtaceae,Myrceugenia myrcioides,505.1,15.28,5.0
192,FOM,L,98,1,Dicksoniaceae,Dicksonia sellowiana,0.0,17.83,2.0
192,FOM,O,98,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.97,4.0
192,FOM,L,99,1,Clethraceae,Clethra uleana,375.8,15.60,7.0
192,FOM,O,99,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.96,1.5
192,FOM,O,100,1,Dicksoniaceae,Dicksonia sellowiana,0.0,42.02,3.0
192,FOM,L,100,1,Lauraceae,Aiouea amoena,466.2,14.01,8.0
192,FOM,L,101,1,Dicksoniaceae,Dicksonia sellowiana,0.0,31.83,5.0
192,FOM,O,101,1,Dicksoniaceae,Dicksonia sellowiana,0.0,35.65,3.0
192,FOM,L,102,1,Dicksoniaceae,Dicksonia sellowiana,0.0,27.69,2.0
192,FOM,O,102,1,Celastraceae,Maytenus boaria,575.9,14.64,4.0
192,FOM,L,103,1,Dicksoniaceae,Dicksonia sellowiana,0.0,27.69,2.0
192,FOM,O,103,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.51,1.5
192,FOM,O,104,1,Winteraceae,Drimys angustifolia,377.1,21.65,4.0
192,FOM,L,104,1,Winteraceae,Drimys angustifolia,377.1,24.51,8.0
192,FOM,L,105,1,Primulaceae,Myrsine coriacea,513.6,10.19,4.0
192,FOM,O,105,1,Clethraceae,Clethra uleana,375.8,20.05,3.0
192,FOM,O,106,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,3.0
192,FOM,L,106,1,Clethraceae,Clethra uleana,375.8,13.69,5.0
192,FOM,L,106,2,Clethraceae,Clethra uleana,375.8,19.74,5.0
192,FOM,L,106,3,Clethraceae,Clethra uleana,375.8,19.42,5.0
192,FOM,L,107,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.24,3.0
192,FOM,O,107,1,Dicksoniaceae,Dicksonia sellowiana,0.0,30.24,2.0
192,FOM,O,108,1,Winteraceae,Drimys angustifolia,377.1,23.24,6.0
192,FOM,L,108,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.65,3.0
192,FOM,L,109,1,Dicksoniaceae,Dicksonia sellowiana,0.0,34.06,3.0
192,FOM,O,109,1,Fabaceae,Mimosa scabrella,607.4,22.92,9.0
192,FOM,L,110,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.65,3.0
192,FOM,O,110,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.51,2.0
192,FOM,O,111,1,Dicksoniaceae,Dicksonia sellowiana,0.0,23.87,3.0
192,FOM,L,111,1,Dicksoniaceae,Dicksonia sellowiana,0.0,34.70,4.0
192,FOM,O,112,1,Lauraceae,Persea willdenovii,465.1,16.55,7.0
192,FOM,L,112,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.60,3.0
192,FOM,O,112,2,Lauraceae,Persea willdenovii,465.1,14.64,5.0
192,FOM,O,113,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.10,1.5
192,FOM,L,113,1,Winteraceae,Drimys angustifolia,377.1,10.50,4.0
192,FOM,L,114,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.42,1.5
192,FOM,O,114,1,Fabaceae,Mimosa scabrella,607.4,25.46,8.0
192,FOM,L,115,1,Winteraceae,Drimys angustifolia,377.1,16.55,3.0
192,FOM,O,115,1,Fabaceae,Mimosa scabrella,607.4,18.46,6.0
192,FOM,L,116,1,Winteraceae,Drimys angustifolia,377.1,16.55,3.0
192,FOM,O,116,1,Winteraceae,Drimys angustifolia,377.1,14.32,4.0
192,FOM,L,117,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.33,2.0
192,FOM,O,117,1,morta,morta,0.0,15.92,4.0
192,FOM,O,118,1,Dicksoniaceae,Dicksonia sellowiana,0.0,17.51,1.3
192,FOM,L,118,1,Winteraceae,Drimys angustifolia,377.1,14.01,4.0
192,FOM,O,119,1,Dicksoniaceae,Dicksonia sellowiana,0.0,42.34,3.0
192,FOM,O,120,1,Dicksoniaceae,Dicksonia sellowiana,0.0,34.38,3.0
192,FOM,O,121,1,Dicksoniaceae,Dicksonia sellowiana,0.0,34.38,3.0
192,FOM,O,122,1,Symplocaceae,Symplocos tetrandra,369.7,10.82,4.0
192,FOM,O,122,2,Symplocaceae,Symplocos tetrandra,369.7,11.46,4.0
192,FOM,O,123,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.19,2.5
192,FOM,O,124,1,Dicksoniaceae,Dicksonia sellowiana,0.0,45.84,4.0
192,FOM,O,125,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.01,3.0
192,FOM,O,126,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.28,3.0
192,FOM,O,127,1,Dicksoniaceae,Dicksonia sellowiana,0.0,24.19,3.0
192,FOM,O,128,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.01,3.0
192,FOM,O,129,1,Dicksoniaceae,Dicksonia sellowiana,0.0,19.42,2.0
192,FOM,O,130,1,Fabaceae,Mimosa scabrella,607.4,37.24,6.0
192,FOM,O,131,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.78,2.0
192,FOM,O,132,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.65,1.5
192,FOM,O,133,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.10,2.0
192,FOM,O,134,1,Dicksoniaceae,Dicksonia sellowiana,0.0,41.70,3.0
192,FOM,O,135,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.33,3.0
192,FOM,O,136,1,Dicksoniaceae,Dicksonia sellowiana,0.0,25.78,3.0
192,FOM,O,137,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.42,3.0
192,FOM,O,138,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.96,2.0
192,FOM,O,139,1,Clethraceae,Clethra uleana,375.8,12.41,3.0
192,FOM,O,140,1,Dicksoniaceae,Dicksonia sellowiana,0.0,33.74,4.0
192,FOM,O,141,1,Dicksoniaceae,Dicksonia sellowiana,0.0,26.10,3.0
192,FOM,O,142,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.33,3.0
192,FOM,O,143,1,Dicksoniaceae,Dicksonia sellowiana,0.0,21.01,2.0
192,FOM,O,144,1,Dicksoniaceae,Dicksonia sellowiana,0.0,22.92,1.5
192,FOM,O,145,1,Dicksoniaceae,Dicksonia sellowiana,0.0,28.33,3.0
192,FOM,O,146,1,Araucariaceae,Araucaria angustifolia,480.0,107.91,27.0
